Id,title,rating
51072,The Secret of the Sword,4.19
51073,What's Right: The New Conservative Majority And The Remaking Of America,3.24
51074,Never Cry Werewolf,4.22
51075,The Sane Society,4.24
51076,Desire,3.59
51077,"New X-Men, Volume 4: Riot at Xavier's",4.06
51078,Survive the Dawn,3.85
51079,The Quest,3.83
51080,Secondhand Charm,3.76
51081,The Tea House on Mulberry Street,3.65
51082,The Coming Fury,4.29
51083,The Privilege of Youth: A Teenager's Story,4.03
51084,The Old Woman and the Eagle,3.88
51085,"Paul Klee, 1879-1940",3.89
51086,Deep in the Heart of Trouble,3.97
51087,Love is Fear,3.93
51088,Kindred in Death,4.33
51089,The Begum's Fortune,3.64
51090,Red Hot,3.83
51091,"The Melancholy of Haruhi Suzumiya, Vol. 6",4.12
51092,The Gate of Gods,4.19
51093,Which Witch?,3.92
51094,The Wolves of the North,4
51095,Queen's Own Fool,3.86
51096,"Chicken Soup for the Teenage Soul III: More Stories of Life, Love and Learning (Chicken Soup for the Soul)",4.01
51097,Don't Say a Word,3.86
51098,Papers and Journals,4.39
51099,Lyric's World,3.55
51100,The Dark Tower and Other Stories,3.68
51101,The Swish of the Curtain,4.19
51102,মিসির আলি  অমনিবাস ১,4.3
51103,Crying With Laughter: My Life Story,4.02
51104,The Burden,3.76
51105,A Confession,4.09
51106,Road to Perdition,3.85
51107,More Than a Mistress,3.93
51108,A Fail-Safe Way for You to Receive the Holy Spirit,4.62
51109,Uncle Scrooge: Only a Poor Old Man,4.52
51110,Josie and Jack,3.62
51111,The Devil's Kiss,3.75
51112,Be Patient and Paradise Will Be Yours,4.54
51113,Master Play,4.75
51114,Bonfire Beach,3.89
51115,The Science of Discworld II: The Globe,3.93
51116,Married for Christmas,3.71
51117,Eye of Heaven,3.88
51118,Reckoning for the Dead,4.16
51119,Don't Kill The Messenger,3.55
51120,Huckleberry Christmas,4.42
51121,Renegade Magic,4.09
51122,Babbitt,3.65
51123,"Uncanny Avengers, Volume 3: Ragnarok Now",3.84
51124,Penny Dreadful,3.89
51125,The Forever King,3.98
51126,Die Wassernot IM Emmental,3.17
51127,Radiant Desire,3.64
51128,American Visions: The Epic History of Art in America,4.22
51129,Radical Abundance: How a Revolution in Nanotechnology Will Change Civilization,3.63
51130,The Ghost From The Grand Banks,3.31
51131,Farewell to the East End: The Last Days of the East End Midwives,4.26
51132,The Distant Echo,3.96
51133,Flying High,4.14
51134,Sweet,3.91
51135,Finding Cinderella,4.27
51136,Jassy / Bless This House / Scent of Cloves / How Far to Bethlehem?,4.64
51137,الوتد,3.78
51138,Schaakmat,3.62
51139,Nine Minutes,4.4
51140,Summerland,3.85
51141,The Emperor's Blades,4.14
51142,Clipped Wings,4.14
51143,"Saga, Vol. 4",4.46
51144,Selected Poems,4.19
51145,Dragon's Bait,3.94
51146,You Are Not Alone: Michael: Through a Brother's Eyes,4.33
51147,The Major Works,4.26
51148,Winter Falls,3.72
51149,Death Comes to Pemberley,3.23
51150,Where Two Seas Met,4.11
51151,The Story of the Little Mole Who Went in Search of Whodunit,4.17
51152,Drylands,3.78
51153,Three Blind Mice and Other Stories,3.85
51154,Kızıl Soruşturma,4.15
51155,The Accidental Mistress,3.81
51156,The Children of Green Knowe,4.02
51157,The Franchise Affair,4
51158,Witch's Bell 7,4.23
51159,Off the Page,3.74
51160,The Confessor,4.15
51161,The Virgin Cowboy,3.95
51162,Tales from the Shadowhunter Academy,4.45
51163,A Fool and His Honey,3.79
51164,The Last Disciple,3.91
51165,The Ripening Seed,3.54
51166,The Evening News,3.9
51167,Duck Goes Potty,3.58
51168,"Akiko, Volume 7: The Battle of Boach's Keep",4.14
51169,Angela's Ashes,4.09
51170,C. P. Cavafy: Collected Poems,4.38
51171,Dan and Phil Boxed Set,4.67
51172,"The Lost Tribes of Tierra del Fuego: Selk'nam, Yamana, Kawésqar",4.4
51173,An Island of Our Own,3.99
51174,Playing the Part,4.19
51175,Il cappotto,4.13
51176,Ish,4.35
51177,The Potted Quiz: Volume Eight,4.71
51178,The Naked Salon,4.33
51179,Agonia României: 1944-1948,4.29
51180,Family Sayings,3.88
51181,Bimbos of the Death Sun,3.72
51182,"The Puzzle Palace: Inside the National Security Agency, America's Most Secret Intelligence Organization",3.88
51183,The Song of Hiawatha,3.91
51184,Le monde d'Arkadi édition intégrale,4.5
51185,The Wonderful Wizard of Oz,3.98
51186,"The Authority, Vol. 1: Relentless",4.15
51187,Rome's Lost Son,4.33
51188,The Bottle Imp,3.74
51189,Who Stole Feminism? How Women Have Betrayed Women,3.74
51190,An Unfinished Life,3.93
51191,A Women's Murder Club Omnibus: 4th of July / The 5th Horseman / The 6th Target,4.34
51192,The Birth of Britain,4.19
51193,Arthur & George,3.7
51194,My Brother Jack,3.87
51195,Angel Dust Apocalypse,3.99
51196,The Witch's Grave,4.06
51197,The Druids' Keep,4.16
51198,The Young Carthaginian,3.95
51199,Donnie Brasco,4.02
51200,"The Great Psychotherapy Debate: Models, Methods and Findings",4.16
51201,The Fortune Hunter,3.83
51202,Bunny in a Basket,3.85
51203,Hero,3.76
51204,A Taste of Power: A Black Woman's Story,4.28
51205,"New X-Men, Volume 3: New Worlds",3.86
51206,Zdążyć przed Panem Bogiem,3.84
51207,Dead Game,4
51208,"Hugh Johnson's Wine Companion: The Encyclopedia of Wines, Vineyards and Winemakers",4.08
51209,The Mammoth Book of Haunted House Stories,3.89
51210,A Perfumed Scorpion,4.65
51211,Marc (Taschen Basic Art),4.17
51212,What Went Wrong? The Clash Between Islam & Modernity in the Middle East,3.48
51213,The Ecstasy of Owen Muir,3.93
51214,Unicorn Bait,3.68
51215,Pandora's Daughter,3.85
51216,Doctor Who: Cat's Cradle-Time's Crucible,3.2
51217,800 Leagues on the Amazon,3.65
51218,"The Melancholy of Haruhi Suzumiya, Vol. 5",4.08
51219,Tanner's Scheme,4.22
51220,Molly on the Run,3.18
51221,The Caspian Gates,3.99
51222,Saints Astray,3.6
51223,"Lady of Ch'iao Kuo: Red Bird of the South, Southern China, A.D. 531",3.79
51224,In the Forest,3.6
51225,Chicken Soup for the Teenage Soul on Love and Friendship,4.05
51226,Timepiece,3.86
51227,Promises,3.7
51228,Pale Horse Coming,4.24
51229,C.S. Lewis Signature Classics,4.6
51230,Double Share,4.32
51231,"1,000 Artist Journal Pages: Personal Pages and Inspirations",4.01
51232,Three Little Pigs,4.2
51233,Sundowners,3.93
51234,The End of Our Small Town,4.24
51235,Random Walk,3.57
51236,Storm Breaking,4.04
51237,"K2, The Savage Mountain: The Classic True Story of Disaster and Survival on the World's Second Highest Mountain",4.05
51238,Thieves Like Us,3.68
51239,Haunted Sites of London,3.63
51240,Second Sight,3.84
51241,The Turning,3.6
51242,Fat Cat,3.89
51243,Carnivorous Nights: On the Trail of the Tasmanian Tiger,3.86
51244,Bringing Nature Home: How Native Plants Sustain Wildlife in Our Gardens,4.42
51245,The Muslim Home,4.43
51246,Unleashing the Storm,4.07
51247,Blood Work,3.97
51248,Reforming the Playboy,3.77
51249,The Dark Side of the Sun,3.56
51250,"The Last Good Season: Brooklyn, the Dodgers and Their Final Pennant Race Together",4.1
51251,His Eyes,3.77
51252,The Echo of Violence,3.69
51253,Raging Love,4.3
51254,A Christmas Bond,4.21
51255,Инь и Ян - чёрная версия,3.68
51256,Notorious Nineteen,3.91
51257,Stolen Magic,4.2
51258,The Life of St. Gemma Galgani,4.32
51259,Elsker,3.81
51260,Remember When,4.18
51261,Down With Skool!,4.03
51262,Girls of Grace Q & A,4.14
51263,The Switch,3.88
51264,Make the Corpse Walk,3.61
51265,Gourrama,3.79
51266,Exiled,3.58
51267,Ignition,3.46
51268,Catching Snowflakes: Local Hero / A Will and a Way,3.76
51269,The Spellbound Hotel,3.74
51270,Where They Found Her,3.84
51271,Checkmate,3.58
51272,الحسين ثائرًا. شهيدًا,4.33
51273,Politiestaat,3.35
51274,"The Doors of His Face, the Lamps of His Mouth",4.07
51275,The Red Tree,4.54
51276,Die Reise Der Seele,4.47
51277,"The Blood Telegram: Nixon, Kissinger, and a Forgotten Genocide",4.29
51278,The Berlin Boxing Club,4.16
51279,Warriors Boxed Set,4.71
51280,Making Sense of Japanese: What the Textbooks Don't Tell You,4.17
51281,The Towers of the Sunset,3.92
51282,"Fortunately, the Milk...",4.05
51283,In the Mouth of the Wolf,4.27
51284,Within These Walls,4.16
51285,Northanger Abbey,3.81
51286,The Moon by Night,4.09
51287,Rite of Passage,3.86
51288,Üç'ün Çekilişi,4.23
51289,My Fair Mistress,3.87
51290,"Five, Six, Seven, Nate!",4.12
51291,A Clockwork Orange,3.99
51292,Treasure of Green Knowe,4.14
51293,Hard Choices,3.6
51294,The Reluctant Fundamentalist,3.7
51295,The Unlikely Spy,4.23
51296,Roping The Virgin,3.83
51297,Το Θείο Τραγί,4.36
51298,Everyone Brave is Forgiven,3.79
51299,The Regeneration Trilogy,4.4
51300,The Pleasure of My Company,3.78
51301,Last Scene Alive,3.82
51302,The Last Sacrifice,4.04
51303,Frederica,4.16
51304,Les Misérables,4.15
51305,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",4.31
51306,Akiko Flights of Fancy,4.16
51307,The Golem and the Jinni,4.11
51308,A Flight of Souls,4.44
51309,Kazuma Obara: Silent Histories,4
51310,The Casebooks of Captain Holloway: The Disappearance of Tom Pile,3.29
51311,Before We Were Yours,4.37
51312,Storia di una capinera,3.75
51313,Breadcrumbs: Bite Sized Musings on Leadership and Life,4.5
51314,Cuttlefish Bones,4.37
51315,The Overstory,4.29
51316,The Snarkout Boys and the Avocado of Death,4.36
51317,Notes of a Pug-Nosed Mephistopheles,4.24
51318,Mil Novecentos e Oitenta e Quatro,4.16
51319,"The Ground Beneath Us: From the Oldest Cities to the Last Wilderness, What Dirt Tells Us About Who We Are",3.88
51320,The Complete Sherlock Holmes,4.5
51321,"The Authority, Vol. 2: Under New Management",4.16
51322,Masters of Rome,4.28
51323,Death and What Comes Next,4.1
51324,You're Wearing That?: Understanding Mothers and Daughters in Conversation,3.53
51325,The List,3.95
51326,Wild Designs,3.84
51327,Let Me Hold You Longer,4.67
51328,Silence,3.79
51329,Captain Wentworth's Diary,3.76
51330,The Seventh Witch,4.16
51331,The Blithedale Romance,3.36
51332,Hedda Gabler and Other Plays,3.93
51333,Show and Tell,3.83
51334,Why I Love Black Women,4.09
51335,The Silver Branch,4.13
51336,All-of-a-Kind Family,4.21
51337,"New X-Men, Volume 2: Imperial",4
51338,The Revolt of the Masses,4.06
51339,Just Here Trying to Save a Few Lives: Tales of Life and Death from the ER,3.9
51340,The Lion Who Saw Himself in the Water,4.05
51341,Where Is God When It Hurts?,4.23
51342,A Sliver of Shadow,3.94
51343,The Face of Fear,3.83
51344,Midnight in Death,4.21
51345,Bewitching Season,3.69
51346,Robur the Conqueror,3.5
51347,"The Melancholy of Haruhi Suzumiya, Vol. 4",4.07
51348,Agent of Change,4.16
51349,Fifth Dispatch,4.4
51350,Flambards,4.06
51351,Lion of the Sun,4.04
51352,The Last Girls of Pompeii,3.58
51353,Firsts,3.56
51354,Curse the Dark,3.72
51355,The Golden Globe,3.85
51356,"The Question of God: C.S. Lewis and Sigmund Freud Debate God, Love, Sex, and the Meaning of Life",3.98
51357,The Art of Raising a Puppy,4.11
51358,Mortal Causes,3.96
51359,"Making Comics: Storytelling Secrets of Comics, Manga and Graphic Novels",4.3
51360,"Eeyore, Be Happy ((A Little Golden Book) (Walt Disney's Winnie the Pooh))",4.35
51361,Ferntree Falls,4.34
51362,Brave the Betrayal,3.9
51363,Next Man Up: A Year Behind the Lines in Today's NFL,3.93
51364,"The Armies of the Night: History as a Novel, the Novel as History",3.67
51365,Five on Kirrin Island Again,3.99
51366,"Haunted London: English Ghosts, Legends, and Lore",3.5
51367,White Lies,4
51368,The Story of Mr Sommer,3.85
51369,Nathan der Weise,3.52
51370,Mooch the Messy,4.35
51371,Don't Be Envious,4.49
51372,Seduced by the Storm,4.17
51373,Stockholm Syndrome,3.93
51374,Reconstruction: America's Unfinished Revolution 1863-1877,4.11
51375,Mr. Beautiful,4.05
51376,The Last Gift of Time: Life Beyond Sixty,3.65
51377,The Science of Discworld,3.92
51378,Wake,3.82
51379,So Red the Rose,3.53
51380,Every Second with You,4.23
51381,Scarlet Fever,4.22
51382,Down-Home Wholesome: 300 Low-Fat Recipes from a New Soul Kitchen,3.89
51383,Еликсир в ада,4.05
51384,The Wrong Side of Dead,3.82
51385,The Warrior,4.28
51386,The Incredible Truth About Mothers,4.06
51387,The Algebra of Infinite Justice,3.96
51388,Skin Deep,3.53
51389,Нефритовые четки,4.17
51390,Keeping the Castle,3.55
51391,Fledgling,3.62
51392,"Poems of Alfred, Lord Tennyson",4.07
51393,How to Be Topp,4.29
51394,Mallory,3.62
51395,The Neptune Challenge,4.47
51396,Silent Terror,3.62
51397,A wartime Christmas,4.32
51398,Twisted Together,4.36
51399,Plugged,3.41
51400,Prohibido Enamorarse de Adam Walker,3.66
51401,Charlotte,3.73
51402,Attack of the Theocrats!: How the Religious Right Harms Us All — and What We Can Do About It,3.88
51403,الأرض,4.19
51404,Adulthood Rites,4.16
51405,The Long and Faraway Gone,3.95
51406,Miles: The Autobiography,4.18
51407,Code Name Verity,4.06
51408,Religious Affections,4.21
51409,The Red Box,4.03
51410,The Ruby Princess Runs Away,3.81
51411,The Blue Woods,4.09
51412,L'amore non è mai una cosa semplice,4.16
51413,There is a Season,4.05
51414,Kærlighed ved første hik,3.54
51415,The Murder at the Vicarage,3.53
51416,The Big Sleep,4.02
51417,Kuşkucu Somon: Galakside Son Bir Kez Otostop Çekmek,3.92
51418,Seduced By His Touch,3.89
51419,An Enemy at Green Knowe,4.06
51420,Heavy Weather,4.25
51421,The Martian,4.4
51422,The Fallen Angel,4.18
51423,The Wanted Virgin,3.87
51424,Ready Player One,4.29
51425,Parade's End: The Tetralogy,3.91
51426,The Prescribed Burn,4.29
51427,Dead Over Heels,3.8
51428,Malcolm X: The Last Speeches,4.45
51429,The Last Temple,4.14
51430,The Once and Future King,4.08
51431,Αμοργός,4.38
51432,Akiko Flights of Fancy - The High Flying Expanded Edition,4.56
51433,A Bridge of Stars,4.5
51434,Marskens hemmelighed,3.53
51435,Celebrity,3.89
51436,"Misao, The Big Mama And Fukumaru The Cat Goodbye Hello (Japanese and English Edition)",4.6
51437,Women in Love (Modern Classics),3.66
51438,Thirteen Hours,3.71
51439,Rules of Civility: A Novel,4.02
51440,Amor y cohetes,3.95
51441,The Mezzotint,3.98
51442,All My Friends Are Going to Be Strangers,3.9
51443,The Silence of the Lambs,4.17
51444,God Damn It Smith - a vigilante justice noir detective action thriller (Hit Man Smith Series Book 1),4
51445,The Younger Man,3.61
51446,Selections from the Prison Notebooks,4.18
51447,Eventide,4.18
51448,Upstream: Selected Essays,4.22
51449,The Stolen Child,3.19
51450,Rome's Fallen Eagle,4.24
51451,The New World,4.19
51452,That's Not What I Meant!,3.95
51453,Found Money,3.85
51454,Life Skills,3.6
51455,The Red Gloves Collection,4.48
51456,Stormy Weather,3.6
51457,Fidelity,3.54
51458,Zombie Haiku: Good Poetry for Your...Brains,3.78
51459,In China's Shadow: The Crisis of American Entrepreneurship,3.71
51460,The Death of Vishnu,3.62
51461,The Unforgiving Minute: A Soldier's Education,4.03
51462,Gimpel the Fool and Other Stories,4.17
51463,Schooled,3.82
51464,Malone Dies,3.89
51465,The Godwulf Manuscript,3.92
51466,Making Malcolm: The Myth and Meaning of Malcolm X,3.91
51467,The Copper Crown,4.02
51468,Conscious Evolution: Awakening Our Social Potential,4.11
51469,"Sin City, Vol. 6: Booze, Broads, and Bullets",3.89
51470,Precisely Terminated,3.91
51471,"The Civil War, Vol. 3: Red River to Appomattox",4.53
51472,Too Many Ghosts,3.71
51473,The Book of the Book,4.58
51474,The Measure of a Lady,3.94
51475,Disney's Lady and the Tramp: Classic Storybook,4.54
51476,Doctor Who: Vanishing Point,3.42
51477,Never Come Morning,4.15
51478,The Duchess of Malfi,3.61
51479,The Adventures of Captain Hatteras,3.87
51480,"The Melancholy of Haruhi Suzumiya, Vol. 3",4.03
51481,Carpe Diem,4.35
51482,The Midnight Circus,3.79
51483,Fire in the East,3.92
51484,Paris Out of Hand: A Wayward Guide,3.93
51485,"The Consumerist Manifesto Handbook: The Guerilla's Guide to Making Corporations Pay for Faulty Goods, Substandard Services, and Broken Promises",4
51486,The Claim,4.1
51487,Pack of Lies,3.84
51488,Just One Wish,4.02
51489,Anakin's Quest,3.62
51490,Master of the Mountain,4.09
51491,C.S. Lewis on Grief,4.22
51492,Covenant's End,4.16
51493,Strip Jack,3.84
51494,Dreamers,4.25
51495,Twilight's Serenade,4.18
51496,Enter the Enchanted,3.86
51497,A View from the Bridge: A Play in Two Acts,3.71
51498,Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,4
51499,Stranger in the Forest: On Foot Across Borneo,4.1
51500,Crime in the Queen's Court,3.87
51501,Haunted London Pubs,4
51502,Mischief,3.84
51503,I Will Always Love You,3.79
51504,Payback Time,4
51505,"Lord, Change Me!",4.24
51506,Strategies of Prophet Muhammad,4.46
51507,The Three Robbers,4.15
51508,Taming the Fire,4.11
51509,Annihilate Me: Holiday,4.23
51510,Illuminations,3.93
51511,Fraternizing,3.95
51512,Wife by Wednesday,3.79
51513,Cowboy Heat,3.99
51514,The Complete Encyclopedia of Vegetables and Vegetarian Cooking,4.16
51515,Епидемия в Рая,4.03
51516,Stranded,4.34
51517,Free Fall,4
51518,"and Falling, Fly",2.99
51519,Highland Ever After,4.25
51520,Hammers in the Wind,3.43
51521,John Donne: Everyman's Poetry,4.11
51522,Model Spy,3.86
51523,One Bright Summer Morning,3.65
51524,Anna Und Ich: Erzählungen,0
51525,Claiming the Real: The Documentary Film Revisited,3.88
51526,Finding Colin Firth,3.55
51527,Arnie Jenks and the House of Strangers,3.17
51528,Heroes Are My Weakness,3.72
51529,Bless This House,4.3
51530,Rule Number Two: Lessons I Learned in a Combat Hospital,4.14
51531,Imago,4.19
51532,"Quantum: Einstein, Bohr and the Great Debate About the Nature of Reality",4.18
51533,My Heart and Other Black Holes,4.01
51534,Интервью с вампиром,3.98
51535,City of Ashes,4.2
51536,Driven With the Wind,4.26
51537,Puk på kostskole,3.7
51538,"Poirot: The Complete Battles of Hastings, Vol. 1",4.34
51539,Wild Swans: Three Daughters of China,4.24
51540,The Husband Trap,3.88
51541,Dead Girls Don't Lie,3.99
51542,A Stranger at Green Knowe,3.96
51543,The Snow Angel,3.83
51544,His Alone,4.02
51545,A Moveable Feast: The Restored Edition,4.04
51546,A Lovely Way to Burn,3.31
51547,"Three Bedrooms, One Corpse",3.8
51548,Tattoo,4.22
51549,Desiderata: A Poem for a Way of Life,4.49
51550,Word and Spirit Together,4.25
51551,Heathen Days: Mencken's Autobiography: 1890-1936,4.3
51552,Hotel,3.96
51553,Peter Pan,4.09
51554,"Welcome Home, Forever Child: A Celebration of Children Adopted as Toddlers, Preschoolers, and Beyond",4
51555,"Manga Studio with Mark Crilley: More People, Poses and Perspective",4.49
51556,Servant of the Empire,4.28
51557,Tokyo min elskede,3.68
51558,Nostromo,3.82
51559,Going Home,4.04
51560,みさおとふくまる [Misao to fukumaru],4.67
51561,Pegasus and the Rise of the Titans,4.53
51562,Come Sundown,4.1
51563,Le notti bianche,4.04
51564,Dust,3.51
51565,Lost Hearts,3.76
51566,Ofendra,4.5
51567,The Antonio Gramsci Reader: Selected Writings 1916-1935,4.29
51568,The Stainless Steel Rat,3.93
51569,The Red Pyramid: The Graphic Novel,4.2
51570,"Trial by Battle: The Hundred Years War, Volume 1",4.37
51571,What the Robin Knows: How Birds Reveal the Secrets of the Natural World,4.08
51572,Magic Science and Religion,3.46
51573,A Little Bit of Everything For Dummies,3.22
51574,"Star Trek 101: A Practical Guide to Who, What, Where, and Why",4.13
51575,13th Legion,3.85
51576,Be Mine,4.02
51577,Cruel Summer,3.58
51578,Hedda Gabler,3.8
51579,A Time to Dance / A Time to Embrace,4.58
51580,Jefferson: A Novel,3.5
51581,Nightlife,3.73
51582,Law V. Life: What Lawyers Are Afraid to Say about the Legal Profession,3.5
51583,L'Enfant,3.37
51584,Sick Puppy,3.89
51585,The Art of Memory,4.19
51586,The Prophet of Lamath,3.92
51587,The Blue Helmet,3.36
51588,Cutting Through Spiritual Materialism (Shambhala Dragon Editions),4.28
51589,"She Got Up Off the Couch: And Other Heroic Acts from Mooreland, Indiana",4.05
51590,Emergency Animal Rescue Stories: True Stories About People Dedicated to Saving Animals from Disasters,4.31
51591,Raven's Heart: A Tale from the World of Secramore,3.59
51592,Toy Story,4.22
51593,Reclaiming History: The Assassination of John F. Kennedy,4.08
51594,Treachery in Death,4.44
51595,Waking Up Screaming: Haunting Tales of Terror,4.12
51596,The Underground City,3.64
51597,"The Melancholy of Haruhi Suzumiya, Vol. 2",4
51598,Plan B,4.4
51599,Rome: The Emperor's Spy,3.89
51600,Sweetsmoke,3.71
51601,Thrifty,2.76
51602,Wilderness Days,4.14
51603,"Hellboy, Vol. 2: Wake the Devil",4.2
51604,Cast in Peril,4.24
51605,Vader's Fortress,3.82
51606,Tooth and Nail,3.89
51607,The Great Gilly Hopkins,3.83
51608,Morning's Refrain,4.11
51609,"Throwim Way Leg: Tree-Kangaroos, Possums, and Penis Gourds",4.06
51610,The Case of the Vanishing Veil,3.86
51611,Walking Haunted London: Twenty Five Original Walks Exploring London's Ghostly Past,4.08
51612,The Case Book of Irene Adler,3.25
51613,Reckless,3.9
51614,Don't You Forget About Me,3.66
51615,The History Man,3.63
51616,Infidel,3.98
51617,The Lives and Loves of Daisy and Violet Hilton: A True Story of Conjoined Twins,3.82
51618,Arkansas Butterflies and Moths,5
51619,Guarding the Tongue,4.46
51620,A Itália de Jamie,4
51621,Smoke,3.43
51622,Tempting the Fire,4.2
51623,Annihilate Me Vol. 4,4.12
51624,Hot Zone,4.09
51625,Tell Me the Secrets: Treasures for Eternity,4.48
51626,Phenomenal X,3.93
51627,Highborn,3.61
51628,Arthur and the Minimoys,3.59
51629,Smokin' Seventeen,3.95
51630,The World in My Pocket,3.95
51631,Shipwrecked Summer,3.42
51632,Tracks,3.93
51633,How the Garcia Girls Lost Their Accents,3.63
51634,"Three Screenplays: Viridiana, The Exterminating Angel, Simon of the Desert",4.36
51635,Ausländer,4.71
51636,The Lords of Salem,3.33
51637,The Particolored Unicorn,3.35
51638,E.S.P.,3.53
51639,Devil's Guard,4.11
51640,Knight's Acre,3.94
51641,In Search of Schrödinger's Cat: Quantum Physics and Reality,4.01
51642,فساد الأمكنة,3.91
51643,Fataal Verbond,3.61
51644,More Than This,4.01
51645,Dying Wish,4.23
51646,Рубашка,3.72
51647,Cinderellis and the Glass Hill,3.8
51648,Signora della mezzanotte,4.45
51649,Persuasion,4.13
51650,Island of the Innocent,4.32
51651,Vahşetin Çağrısı,3.84
51652,Innocence Defied,4.1
51653,The Best Man,3.96
51654,Famous Last Words,4.22
51655,"Watch for a Tall White Sail (Monroe, #1)",3.87
51656,The Lion of Boaz-Jachin and Jachin-Boaz,3.96
51657,Red: A Natural History of the Redhead,3.51
51658,Schattenerwachen,4.03
51659,The French Promise,4.19
51660,Shielding Lily,4.05
51661,The Julius House,3.83
51662,When I Loved Myself Enough,4.06
51663,The Brass Verdict,4.11
51664,The Most Dangerous Game,3.92
51665,Little House on the Prairie,4.19
51666,Mastering Manga with Mark Crilley: 30 Drawing Lessons from the Creator of Akiko,4.41
51667,A Trail of Echoes,4.48
51668,Coraline,4.04
51669,The Burden of Proof,4.06
51670,Las Grandes Pruebas Del Espíritu,3.83
51671,The Witness,4.2
51672,Anversa,3.6
51673,Civil War,3.93
51674,The Sheikh's Batmobile: In Pursuit of American Pop Culture in the Muslim World,3.68
51675,The Great God Pan,3.77
51676,Once Upon a Time: An Insider's Guide to Storybrooke,4.45
51677,"SELF-DISCIPLINE: ACHIEVE YOUR GOALS AND GAIN SUCCESS IN LIFE THROUGH THE MASTERY OF SELF DISCIPLINE (Self Help, Habits, Procrastination, Self Control, Productivity, Habits)",4
51678,Jerusalem Delivered,3.86
51679,Adrastée Tome 1,3.9
51680,My Mum Is A Loser,3.48
51681,The Courtship of Princess Leia,3.59
51682,Troll Bridge,4.08
51683,Going Crazy,4.03
51684,Christina Katerina & the Box,4.61
51685,I Can Read With My Eyes Shut!,4.19
51686,The Age of Revolution,4.23
51687,Three Wishes,3.76
51688,Roman Tales,3.94
51689,The Princess and the Three Knights,4.28
51690,Ahead of All Parting: The Selected Poetry and Prose,4.66
51691,Death Benefits: A Novel of Suspense,3.87
51692,Scoundrel,3.87
51693,Thank You for Smoking,3.92
51694,Mortal Stakes,3.95
51695,Y: The Last Man - The Deluxe Edition Book Five,4.48
51696,Seekers at the Wulfrock,3.81
51697,"The Civil War, Vol. 1: Fort Sumter to Perryville",4.42
51698,Tree and Leaf,3.95
51699,Jungle Jack: My Wild Life,4.23
51700,The Elephant in the Dark,4.6
51701,Hockney Posters,3.89
51702,Disney's Mulan Classic Storybook (The Mouse Works Classics Collection),4.53
51703,"Preacher, Volume 9: Alamo",4.33
51704,The Master of the World,3.48
51705,I Dare,4.51
51706,The Cold Commands,3.94
51707,Felicia's Journey,3.68
51708,Tribune of Rome,4.06
51709,The Tattooed Map,3.76
51710,Debt-Free Forever: Take Control of Your Money and Your Life,4.17
51711,"Hellboy, Vol. 5: Conqueror Worm",4.34
51712,Cast in Ruin,4.29
51713,Kenobi's Blade,3.58
51714,C.S. Lewis: A Biography,3.6
51715,right royal bastard,4.42
51716,Hide and Seek,3.81
51717,Shadows of the Past,4.24
51718,What I Believe,4.08
51719,Under the Northern Lights,4.09
51720,Kelile ve Dimne,4.22
51721,The Wilde Album: Public and Private Images of Oscar Wilde,4.2
51722,Lyndon B. Johnson: Portrait of a President,3.79
51723,The Black Gryphon,4.04
51724,The Nutcracker Ballet Mystery,3.76
51725,Blood,4.32
51726,Haunted London Underground,3.51
51727,Mystique,3.92
51728,Interpretation of Dreams,4.46
51729,Taken by Fire,4.31
51730,Lana,3.91
51731,The Poetry of T.S. Eliot (Halcyon Classics),4.26
51732,"Hot, Sexy & Bad: A Holiday Novella Collection",4.21
51733,Reality Isn't What It Used to Be,3.97
51734,Blind Love,4.21
51735,Sabotaged,4.32
51736,Tilly,4.04
51737,Hard Magic,3.62
51738,Wide Open,4.18
51739,Dogeaters,3.58
51740,The Vulture Is a Patient Bird,3.97
51741,Bree Tanners andra liv,3.5
51742,The Sorrow of Angels,4.31
51743,The Ultimate Choice,3.17
51744,My Story: The Blitz,3.62
51745,Dead City,3.77
51746,Hoogspanning,3.71
51747,De kaart en het gebied,3.94
51748,Реки,3.69
51749,The Eleventh Hour,4.31
51750,The Princess Test,3.76
51751,Fortune Smiles,4.03
51752,Sense and Sensibility,4.06
51753,Thunder Voice,4.14
51754,Damaged Goods,4
51755,Games of Command,4
51756,This Is Falling,4.03
51757,The Forgotten Daughter,3.95
51758,Schattenjagd,4.26
51759,Everything for Her,3.93
51760,A Bone to Pick,3.72
51761,Evicted: Poverty and Profit in the American City,4.49
51762,Children of the Lens,3.92
51763,Stormswept,3.9
51764,The Phantom Tollbooth,4.21
51765,"Mastering Manga, How to Draw Manga Faces",4.33
51766,Good Faeries Bad Faeries,3.89
51767,A Clan of Novaks,4.54
51768,Digital Fortress,3.63
51769,T.A.Z. - Zona Temporalmente Autónoma,4.03
51770,Leaves of Hypnos,4.33
51771,Firstborn: A Progeny Novel,4.27
51772,Povera gente,3.75
51773,Mansfield Park,3.85
51774,The Lion and the Mouse,4.23
51775,Rebecca,4.21
51776,Descendants,4.14
51777,Adrastée tome 2,3.9
51778,I Am Not A Loser,3.82
